ticker,name,sector33,price,ma25,ma75,price_above_ma25,ma25_above_ma75,cross_status,adx14,plus_di,minus_di,obv_confirm,adx_early_signal,rsi14,macd,macd_signal,macd_hist,atr14,score
7011.T,三菱重工業,機械,4254.0,3920.1,3932.3,True,False,接近中,18.0,32.7,15.1,True,True,66.4,100.99,59.65,41.34,152.2,3.72
8012.T,長瀬産業,卸売業,1244.0,1191.6,1169.2,True,True,-,17.9,25.6,17.9,True,True,58.6,21.78,15.13,6.65,36.2,3.72
3132.T,マクニカホールディングス,卸売業,3798.0,3420.7,3245.0,True,True,-,18.1,37.4,19.0,True,True,61.6,138.53,98.74,39.79,189.5,3.72
1605.T,ＩＮＰＥＸ,鉱業,3782.0,3570.2,3571.4,True,False,接近中,18.0,30.3,20.1,True,False,63.2,63.0,40.29,22.7,111.6,3.72
2768.T,双日,卸売業,5684.0,5377.8,5407.1,True,False,接近中,17.8,28.9,14.6,True,True,63.6,103.07,69.72,33.35,153.1,3.71
7337.T,ひろぎんホールディングス,銀行業,2364.5,2251.9,2116.5,True,True,-,17.7,30.3,16.0,True,False,64.0,41.34,32.22,9.13,61.5,3.71
6473.T,ジェイテクト,機械,2143.5,2107.2,2048.4,True,True,-,17.4,23.3,14.3,True,True,54.3,19.23,19.41,-0.18,66.9,3.7
8359.T,八十二長野銀行,銀行業,2698.0,2588.3,2425.2,True,True,-,17.6,28.3,17.1,True,False,61.5,41.77,32.56,9.2,82.6,3.7
5110.T,住友ゴム工業,ゴム製品,2397.5,2279.1,2131.0,True,True,-,17.5,31.8,21.7,True,True,59.1,57.6,48.22,9.38,76.1,3.7
6753.T,シャープ,電気機器,675.6,633.3,621.1,True,True,-,17.5,25.3,16.8,True,False,64.5,10.38,4.59,5.79,25.9,3.7
2670.T,エービーシー・マート,小売業,2847.0,2730.3,2714.2,True,True,-,17.4,24.6,16.9,True,False,60.5,30.86,18.52,12.34,66.3,3.7
7186.T,横浜フィナンシャルグループ,銀行業,1934.5,1884.9,1743.0,True,True,-,17.2,24.8,21.9,True,False,60.1,20.94,18.6,2.33,55.0,3.69
7182.T,ゆうちょ銀行,銀行業,3275.0,3247.6,3117.9,True,True,-,17.2,27.3,27.0,True,False,54.4,-1.23,-3.88,2.65,99.1,3.69
8411.T,みずほフィナンシャルグループ,銀行業,8620.0,8391.4,7771.0,True,True,-,16.9,31.7,21.6,True,False,56.9,131.86,112.79,19.07,271.4,3.68
7269.T,スズキ,輸送用機器,2086.5,2030.6,1939.2,True,True,-,17.0,25.8,23.0,True,False,56.9,8.55,5.16,3.39,70.8,3.68
5233.T,太平洋セメント,ガラス・土石製品,4228.0,4110.1,4091.7,True,True,-,17.1,28.0,20.0,True,True,54.9,38.32,26.19,12.14,128.4,3.68
9003.T,相鉄ホールディングス,陸運業,2518.0,2558.7,2532.3,False,True,ゴールデンクロス済み,16.8,27.7,21.7,False,False,48.3,-10.26,-2.07,-8.19,60.1,3.67
5844.T,京都フィナンシャルグループ,銀行業,5073.0,4663.2,4564.5,True,True,-,16.5,34.9,15.8,True,True,69.3,93.93,37.47,56.46,133.0,3.66
9202.T,ＡＮＡホールディングス,空運業,3126.0,3081.0,2950.5,True,True,-,16.3,25.7,21.4,True,False,54.8,25.96,31.46,-5.5,62.2,3.65
8253.T,クレディセゾン,その他金融業,4735.0,4644.6,4416.5,True,True,-,16.3,22.5,15.9,True,False,56.4,60.9,53.52,7.38,124.5,3.65
4203.T,住友ベークライト,化学,7799.0,7172.6,6877.0,True,True,-,16.2,27.0,22.3,True,False,60.1,218.42,123.76,94.66,360.0,3.65
2002.T,日清製粉グループ本社,食料品,2029.5,2027.6,1988.7,True,True,-,16.1,29.2,22.1,True,False,52.4,-0.29,0.93,-1.22,47.3,3.64
8316.T,三井住友フィナンシャルグループ,銀行業,6969.0,6887.4,6391.5,True,True,-,15.8,28.2,23.4,True,False,56.3,51.72,50.75,0.97,181.2,3.63
7189.T,西日本フィナンシャルホールディングス,銀行業,4771.0,4425.7,4203.5,True,True,-,15.6,33.1,17.9,True,True,65.3,119.84,79.87,39.96,146.0,3.62
6302.T,住友重機械工業,機械,5998.0,5474.2,5301.0,True,True,-,15.5,29.6,18.5,True,True,67.3,211.6,157.39,54.2,215.6,3.62
1878.T,大東建託,不動産業,3237.0,3265.4,3226.9,False,True,ゴールデンクロス済み,15.6,26.0,22.6,False,False,49.5,8.28,22.73,-14.46,75.7,3.62
7261.T,マツダ,輸送用機器,1169.0,1152.9,1113.4,True,True,-,15.4,23.4,19.3,True,False,53.5,9.26,10.78,-1.52,35.9,3.62
8331.T,千葉銀行,銀行業,2828.5,2709.1,2498.0,True,True,-,15.6,32.4,18.8,True,False,64.4,47.54,35.63,11.9,80.8,3.62
9627.T,アインホールディングス,小売業,6178.0,5872.4,5702.5,True,True,-,15.6,27.8,17.3,True,False,62.6,99.48,74.16,25.31,174.4,3.62
5232.T,住友大阪セメント,ガラス・土石製品,5912.0,5639.6,5393.7,True,True,-,15.0,22.5,15.0,True,True,57.7,57.7,27.24,30.47,269.5,3.6
6005.T,三浦工業,機械,3203.0,3192.1,3203.8,True,False,接近中,14.9,21.8,26.6,True,False,51.7,-2.85,-3.59,0.73,85.3,3.6
9861.T,吉野家ホールディングス,小売業,3779.0,3710.2,3338.8,True,True,-,39.7,36.0,17.2,False,False,60.6,95.68,117.89,-22.2,89.2,3.59
8418.T,山口フィナンシャルグループ,銀行業,3202.0,3050.4,2906.6,True,True,-,14.8,32.8,19.4,True,False,62.4,48.23,32.86,15.37,93.3,3.59
6136.T,オーエスジー,機械,3907.0,3833.9,3605.8,True,True,-,14.7,26.8,19.8,True,False,55.0,48.23,41.57,6.67,145.1,3.59
9962.T,ミスミグループ本社,卸売業,3831.0,3752.5,3685.8,True,True,-,14.5,25.6,25.9,True,False,52.8,2.98,-5.23,8.21,159.6,3.58
6134.T,ＦＵＪＩ,機械,8290.0,7696.0,7693.5,True,True,-,14.5,26.9,20.5,True,False,57.0,138.63,35.85,102.78,485.9,3.58
5832.T,ちゅうぎんフィナンシャルグループ,銀行業,3518.0,3351.3,3150.2,True,True,-,14.2,29.8,16.7,True,True,63.4,68.62,56.08,12.54,100.8,3.57
6971.T,京セラ,電気機器,3908.0,3722.1,3485.2,True,True,-,14.0,27.7,19.2,True,False,59.3,66.52,48.56,17.96,137.6,3.56
5471.T,大同特殊鋼,鉄鋼,2416.0,2351.5,2284.0,True,True,-,13.9,24.2,18.8,True,False,53.4,-19.6,-39.61,20.01,104.1,3.56
4091.T,日本酸素ホールディングス,化学,6140.0,5986.2,5887.5,True,True,-,14.1,20.0,18.1,True,False,59.2,51.6,24.27,27.34,182.8,3.56
417A.T,ブルーゾーンホールディングス,小売業,1800.0,1770.7,1753.2,True,True,-,14.0,30.2,21.0,True,False,55.6,7.39,4.18,3.2,41.2,3.56
4307.T,野村総合研究所,情報・通信業,5131.0,5004.8,4735.6,True,True,-,13.7,32.0,24.8,True,False,56.4,35.92,28.38,7.54,207.2,3.55
4676.T,フジ・メディア・ホールディングス,情報・通信業,4130.0,4097.1,3980.2,True,True,-,13.6,24.4,21.0,True,False,53.7,19.0,14.41,4.59,111.3,3.54
5947.T,リンナイ,金属製品,3650.0,3609.6,3541.4,True,True,-,13.5,28.4,21.7,True,False,55.3,12.03,10.66,1.37,75.4,3.54
1808.T,長谷工コーポレーション,建設業,2799.0,2780.8,2751.8,True,True,-,13.2,27.7,19.9,True,True,53.3,-3.95,-7.72,3.77,59.6,3.53
9201.T,日本航空,空運業,3054.0,2964.2,2793.3,True,True,-,13.3,29.2,24.1,True,False,60.4,45.25,43.1,2.15,61.1,3.53
8697.T,日本取引所グループ,その他金融業,2244.0,2233.9,2081.0,True,True,-,12.9,24.5,18.9,True,False,52.7,27.48,31.85,-4.37,68.7,3.52
8354.T,ふくおかフィナンシャルグループ,銀行業,7730.0,7498.0,7008.9,True,True,-,13.0,28.5,23.6,True,False,58.9,111.07,104.58,6.49,227.2,3.52
6269.T,三井海洋開発,機械,10510.0,10115.4,10391.0,True,False,接近中,12.7,23.6,16.5,True,False,56.5,77.13,45.89,31.24,471.4,3.51
5019.T,出光興産,石油・石炭製品,1306.5,1287.7,1304.6,True,False,接近中,12.4,20.9,21.6,True,False,54.3,5.34,3.72,1.61,34.4,3.5
6857.T,アドバンテスト,電気機器,36870.0,31013.0,29408.5,True,True,-,12.5,32.1,18.7,True,False,65.0,1794.73,1070.31,724.42,2386.1,3.5
6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,電気機器,9187.0,8750.3,8525.5,True,True,-,12.2,27.5,19.4,True,False,54.3,-118.22,-294.82,176.6,777.5,3.49
7729.T,東京精密,精密機器,19145.0,17914.6,18079.3,True,False,接近中,12.1,27.8,21.6,True,False,56.4,159.19,-92.82,252.01,1097.2,3.48
9501.T,東京電力ホールディングス,電気・ガス業,516.8,515.7,529.9,True,False,接近中,11.7,17.7,21.9,True,False,50.8,4.19,5.41,-1.22,19.2,3.47
8058.T,三菱商事,卸売業,4769.0,4725.8,4848.4,True,False,接近中,11.7,22.0,19.0,True,False,52.0,41.22,42.74,-1.52,127.5,3.47
4183.T,三井化学,化学,2231.5,2162.4,2112.5,True,True,-,11.2,26.7,19.0,True,True,60.3,23.25,13.47,9.79,60.0,3.45
5991.T,日本発條,金属製品,3713.0,3626.0,3618.0,True,True,-,11.0,27.5,24.0,True,False,52.8,-16.5,-39.27,22.76,165.7,3.44
9009.T,京成電鉄,陸運業,1280.0,1270.7,1160.9,True,True,-,35.5,24.4,14.7,False,False,57.9,19.22,24.62,-5.4,30.2,3.42
6841.T,横河電機,電気機器,5689.0,5612.4,5377.2,True,True,-,10.3,27.5,20.3,True,False,53.8,9.5,14.75,-5.25,224.7,3.41
1911.T,住友林業,建設業,1348.0,1346.1,1318.6,True,True,-,10.3,23.7,23.0,True,False,51.4,1.38,2.63,-1.26,32.6,3.41
5411.T,ＪＦＥホールディングス,鉄鋼,1788.0,1769.7,1679.6,True,True,-,35.0,25.8,18.9,False,False,54.0,36.23,45.63,-9.4,46.5,3.4
9513.T,電源開発,電気・ガス業,3916.0,3794.6,3873.8,True,False,接近中,9.1,17.8,19.1,True,False,59.2,37.71,26.63,11.08,83.5,3.36
4901.T,富士フイルムホールディングス,化学,3329.0,3604.5,3415.5,False,True,-,33.4,20.8,34.7,True,False,40.2,-73.08,-12.26,-60.82,119.8,3.34
3391.T,ツルハホールディングス,小売業,2404.5,2402.0,2171.4,True,True,-,32.6,25.2,17.7,False,False,54.9,40.19,57.14,-16.95,66.2,3.3
3360.T,シップヘルスケアホールディングス,卸売業,2358.0,2401.5,2236.8,False,True,-,31.9,17.2,26.7,True,False,48.1,19.71,43.7,-23.99,60.1,3.28
4324.T,電通グループ,サービス業,3778.0,3558.1,3243.8,True,True,-,31.7,31.1,18.0,False,False,63.0,118.07,110.09,7.99,124.1,3.27
2810.T,ハウス食品グループ本社,食料品,3790.0,3848.4,3607.4,False,True,-,31.3,22.6,25.8,True,False,49.5,-6.91,9.72,-16.64,80.8,3.25
4452.T,花王,化学,3533.0,3365.3,3137.6,True,True,-,30.6,40.5,22.1,False,False,59.1,102.02,86.81,15.21,97.6,3.22
2503.T,キリンホールディングス,食料品,3108.0,2951.3,2759.2,True,True,-,30.3,34.4,16.7,False,False,62.5,61.49,51.92,9.57,87.5,3.21
3563.T,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業,5861.0,5559.2,5168.1,True,True,-,30.1,23.2,13.0,False,False,61.1,188.18,191.78,-3.59,251.9,3.2
4684.T,オービック,情報・通信業,4699.0,4420.2,4143.7,True,True,-,29.4,36.2,17.4,False,False,67.0,139.93,132.59,7.34,131.8,3.18
9502.T,中部電力,電気・ガス業,2818.0,2864.0,2860.9,False,True,-,29.1,19.7,29.3,True,False,48.1,-53.08,-60.4,7.32,91.2,3.16
3626.T,ＴＩＳＩ,情報・通信業,3848.0,3642.4,3439.5,True,True,-,28.3,35.6,19.3,False,False,64.1,102.58,100.89,1.7,114.3,3.13
9022.T,東海旅客鉄道,陸運業,3861.0,3862.2,3623.2,False,True,-,28.1,27.9,19.2,True,False,53.2,46.27,73.13,-26.86,97.2,3.12
5713.T,住友金属鉱山,非鉄金属,9585.0,8117.0,8602.6,True,False,-,28.0,34.3,14.8,True,False,63.5,513.79,308.54,205.26,486.7,3.12
7733.T,オリンパス,精密機器,2110.5,1854.3,1768.4,True,True,-,28.0,40.8,13.6,False,True,75.7,89.71,60.13,29.58,64.9,3.12
5105.T,ＴＯＹＯ　ＴＩＲＥ,ゴム製品,3800.0,4009.5,3815.0,False,True,-,27.8,14.6,27.4,True,False,43.0,-36.78,14.55,-51.33,141.9,3.11
5711.T,三菱マテリアル,非鉄金属,5170.0,4407.8,4738.7,True,False,-,27.8,37.0,15.8,True,False,66.6,224.93,95.47,129.47,235.7,3.11
6849.T,日本光電工業,電気機器,1483.5,1541.4,1470.0,False,True,-,27.6,19.8,35.6,True,False,45.7,-5.48,9.02,-14.51,51.6,3.1
9401.T,ＴＢＳホールディングス,情報・通信業,5821.0,6091.8,6005.4,False,True,-,27.2,14.1,31.1,True,False,40.0,-109.03,-82.47,-26.56,148.0,3.09
5714.T,ＤＯＷＡホールディングス,非鉄金属,9476.0,8579.5,9329.0,True,False,-,27.1,29.3,17.1,True,False,63.6,211.55,41.12,170.43,341.8,3.08
3774.T,インターネットイニシアティブ,情報・通信業,3504.0,3508.1,3221.7,False,True,-,26.8,25.4,16.4,True,False,53.7,41.45,58.08,-16.63,91.4,3.07
9065.T,山九,陸運業,8527.0,8885.2,8778.1,False,True,-,26.3,13.5,24.1,True,False,39.2,-103.41,-25.9,-77.51,208.5,3.05
7458.T,第一興商,卸売業,1825.0,1797.2,1712.7,True,True,-,25.0,30.3,23.0,False,False,56.4,20.02,20.92,-0.9,40.2,3.0
4506.T,住友ファーマ,医薬品,1372.0,1308.1,1464.6,True,False,-,24.5,19.5,20.1,True,False,54.6,-11.73,-31.59,19.86,48.9,2.98
4502.T,武田薬品工業,医薬品,5611.0,5512.8,5261.8,True,True,-,24.2,32.8,20.7,False,False,57.3,57.54,62.28,-4.74,119.1,2.97
4536.T,参天製薬,医薬品,1918.5,1979.4,1939.4,False,True,-,24.1,16.4,26.0,True,False,42.8,-28.74,-30.73,1.99,59.3,2.96
8876.T,リログループ,サービス業,2161.0,2057.4,1959.2,True,True,-,23.9,32.4,14.6,False,False,63.7,44.74,33.08,11.66,49.6,2.96
9072.T,ニッコンホールディングス,陸運業,5386.0,5270.3,5598.7,True,False,-,24.0,18.3,16.2,True,False,52.8,-42.87,-94.23,51.36,160.7,2.96
2501.T,サッポロビール,食料品,2050.0,2007.4,1829.7,True,True,-,23.7,31.1,18.1,False,False,56.6,20.51,22.94,-2.43,81.7,2.95
4021.T,日産化学,化学,7976.0,7750.3,7654.1,True,True,-,23.6,28.3,17.7,False,False,55.4,8.79,-50.67,59.45,250.0,2.94
8111.T,ゴールドウイン,繊維製品,2133.5,2256.2,2201.7,False,True,-,23.3,19.8,34.2,True,False,40.4,-31.93,-9.9,-22.03,58.8,2.93
9143.T,ＳＧホールディングス,陸運業,1644.0,1590.1,1516.7,True,True,-,23.3,30.5,14.9,False,False,61.2,14.43,9.9,4.53,40.5,2.93
8439.T,東京センチュリー,その他金融業,2547.5,2594.5,2458.0,False,True,-,22.8,22.1,24.9,True,False,49.1,-5.1,5.56,-10.67,57.6,2.91
2413.T,エムスリー,サービス業,1697.5,1806.6,1653.1,False,True,-,22.8,30.4,30.6,True,False,46.2,-43.01,-21.92,-21.09,97.3,2.91
9364.T,上組,倉庫・運輸関連業,4953.0,5117.6,5004.4,False,True,-,22.2,11.6,24.8,True,False,38.9,-27.2,0.23,-27.44,103.8,2.89
2201.T,森永製菓,食料品,2554.0,2635.7,2588.5,False,True,-,22.3,18.7,26.1,True,False,42.9,-25.57,-12.63,-12.93,54.8,2.89
7747.T,朝日インテック,精密機器,3874.0,3626.2,3580.8,True,True,-,22.2,32.2,15.0,False,True,63.7,78.14,42.83,35.31,107.8,2.89
3769.T,ＧＭＯペイメントゲートウェイ,情報・通信業,10150.0,9876.5,8924.0,True,True,-,21.7,27.8,16.2,False,False,60.3,214.8,220.52,-5.72,324.6,2.87
2433.T,博報堂ＤＹホールディングス,サービス業,1276.0,1260.5,1172.1,True,True,-,21.1,25.6,29.6,False,False,55.0,13.64,19.46,-5.82,45.0,2.84
6762.T,ＴＤＫ,電気機器,3210.0,3082.2,3355.6,True,False,-,21.1,23.4,23.2,True,False,52.3,-41.96,-88.72,46.75,162.8,2.84
9024.T,西武ホールディングス,陸運業,3348.0,3489.3,3293.7,False,True,-,21.1,14.2,18.3,True,False,47.5,-25.15,6.21,-31.36,148.9,2.84
4272.T,日本化薬,化学,2128.0,1998.2,2012.8,True,False,-,21.0,28.9,14.5,True,True,70.7,30.75,9.4,21.35,45.5,2.84
2531.T,宝ホールディングス,食料品,2069.5,2110.2,2082.7,False,True,-,20.8,20.0,29.8,True,False,46.7,-26.73,-23.78,-2.95,67.6,2.83
3099.T,三越伊勢丹ホールディングス,小売業,3548.0,3717.3,3590.3,False,True,-,20.4,21.9,15.5,True,False,40.0,-51.22,-46.86,-4.36,139.6,2.82
1951.T,エクシオグループ,建設業,2632.5,2626.0,2749.8,True,False,-,20.4,25.8,16.4,True,False,48.4,-18.17,-25.62,7.44,66.1,2.82
9021.T,西日本旅客鉄道,陸運業,2920.0,2967.8,2782.5,False,True,-,20.6,25.7,29.0,True,False,50.4,7.91,29.16,-21.25,73.2,2.82
7911.T,ＴＯＰＰＡＮホールディングス,その他製品,5281.0,4791.0,4791.5,True,False,-,20.5,35.2,18.2,True,False,62.5,88.37,-5.05,93.42,243.0,2.82
9759.T,ＮＳＤ,情報・通信業,2834.0,2753.0,2627.0,True,True,-,20.2,30.6,20.5,False,False,60.1,43.71,45.53,-1.82,68.8,2.81
6504.T,富士電機,電気機器,14900.0,13539.4,14137.1,True,False,-,20.3,31.4,18.9,True,True,60.8,407.04,233.17,173.88,708.2,2.81
5938.T,ＬＩＸＩＬ,金属製品,1761.0,1824.7,1753.3,False,True,-,19.9,25.0,32.8,True,False,43.6,-11.98,-4.07,-7.91,37.5,2.8
5334.T,日本特殊陶業,ガラス・土石製品,9730.0,9705.2,9883.5,True,False,-,19.8,22.0,27.8,True,False,48.6,-82.87,-125.32,42.45,310.7,2.79
6506.T,安川電機,電気機器,5431.0,5298.0,6272.4,True,False,-,19.7,23.9,26.4,True,False,47.7,-176.61,-287.21,110.6,303.8,2.79
9008.T,京王電鉄,陸運業,759.5,780.0,756.0,False,True,-,19.3,21.9,25.1,True,False,45.4,-2.63,2.72,-5.36,16.7,2.77
7181.T,かんぽ生命保険,保険業,1697.0,1706.2,1585.6,False,True,-,18.9,24.3,23.5,True,False,51.4,15.23,28.6,-13.37,53.5,2.76
6472.T,ＮＴＮ,機械,390.4,383.6,406.3,True,False,-,19.1,19.7,26.1,True,False,50.3,-1.59,-3.59,2.01,13.1,2.76
9007.T,小田急電鉄,陸運業,1706.0,1730.2,1677.0,False,True,-,18.9,24.6,19.3,True,False,48.3,-2.31,4.69,-7.0,37.4,2.76
6146.T,ディスコ,機械,65470.0,63873.6,70394.9,True,False,-,18.7,26.1,28.3,True,False,50.7,-1655.37,-2871.66,1216.29,4437.7,2.75
4004.T,レゾナック・ホールディングス,化学,16465.0,15038.2,16511.9,True,False,-,18.6,27.6,21.2,True,False,54.8,236.2,-142.04,378.24,1210.1,2.74
2579.T,コカ・コーラ　ボトラーズジャパンホールディングス,食料品,3978.0,4125.2,3854.2,False,True,-,18.5,20.1,26.8,True,False,46.1,-52.07,-31.03,-21.05,147.9,2.74
7476.T,アズワン,卸売業,2380.5,2434.4,2255.4,False,True,-,18.5,19.6,23.2,True,False,48.6,4.42,20.4,-15.98,59.8,2.74
4681.T,リゾートトラスト,サービス業,1831.5,1766.2,1736.6,True,True,-,18.3,34.2,17.6,False,True,56.9,24.29,16.54,7.75,52.0,2.73
7741.T,ＨＯＹＡ,精密機器,26645.0,25300.6,26231.1,True,False,-,18.0,33.6,18.7,True,True,61.0,267.1,20.01,247.1,758.5,2.72
4005.T,住友化学,化学,530.5,525.8,545.6,True,False,-,17.9,23.8,25.5,True,False,52.1,-3.83,-6.73,2.89,16.3,2.72
9468.T,ＫＡＤＯＫＡＷＡ,情報・通信業,3521.0,3576.0,3448.5,False,True,-,17.7,16.3,25.1,True,False,48.2,-0.0,3.27,-3.28,115.2,2.71
2206.T,江崎グリコ,食料品,5162.0,5111.0,5299.4,True,False,-,17.6,25.2,25.6,True,False,51.4,-28.74,-52.84,24.1,112.9,2.7
8113.T,ユニ・チャーム,化学,987.5,987.1,945.6,True,True,-,17.6,24.4,21.1,False,False,50.5,10.15,14.05,-3.91,27.6,2.7
9531.T,東京瓦斯,電気・ガス業,6015.0,6085.8,6266.2,False,False,接近中,17.2,13.0,17.3,True,False,44.1,-45.88,-37.62,-8.26,132.2,2.69
6273.T,ＳＭＣ,機械,76430.0,72852.8,71514.7,True,True,-,17.2,29.3,17.6,False,True,57.0,1592.95,1010.72,582.23,3509.5,2.69
5803.T,フジクラ,非鉄金属,5665.0,4814.8,5192.7,True,False,-,17.2,33.0,21.3,True,False,60.0,190.92,15.62,175.3,417.4,2.69
7701.T,島津製作所,精密機器,4221.0,4152.0,3934.6,True,True,-,17.0,28.2,25.6,False,False,57.4,42.86,36.93,5.92,104.0,2.68
9735.T,セコム,サービス業,6511.0,6720.2,6444.4,False,True,-,17.1,18.2,25.0,True,False,44.6,-29.03,22.3,-51.32,174.2,2.68
5393.T,ニチアス,ガラス・土石製品,3614.0,3448.8,3552.4,True,False,-,16.4,29.8,19.2,True,False,55.3,3.91,-31.23,35.14,142.4,2.66
2593.T,伊藤園,食料品,3013.0,3005.4,2915.9,True,True,-,16.6,31.2,22.3,False,False,52.9,6.32,10.03,-3.71,76.9,2.66
8795.T,Ｔ＆Ｄホールディングス,保険業,4926.0,4986.8,4600.6,False,True,-,16.4,14.4,20.9,True,False,49.4,15.14,41.62,-26.48,130.1,2.66
6481.T,ＴＨＫ,機械,7427.0,7040.3,7149.8,True,False,-,16.5,29.8,20.2,True,False,55.2,64.33,-19.08,83.41,434.6,2.66
4062.T,イビデン,電気機器,20785.0,17985.6,19251.2,True,False,-,16.3,27.0,22.6,True,False,56.2,381.46,-262.18,643.63,1999.3,2.65
2229.T,カルビー,食料品,3045.0,2986.2,2932.4,True,True,-,16.3,29.1,19.8,False,False,56.1,18.94,11.9,7.04,70.3,2.65
6965.T,浜松ホトニクス,電気機器,2562.0,2398.0,2521.3,True,False,-,15.9,29.6,24.0,True,False,56.4,10.16,-24.97,35.13,120.4,2.64
1963.T,日揮ホールディングス,建設業,2345.0,2291.3,2478.1,True,False,-,16.0,20.2,25.5,True,False,51.5,-24.63,-41.54,16.91,79.7,2.64
2127.T,日本Ｍ＆Ａセンターホールディングス,サービス業,672.2,665.0,654.1,True,True,-,15.7,31.5,26.4,False,False,55.8,0.2,-0.91,1.11,15.2,2.63
6178.T,日本郵政,サービス業,2376.0,2394.9,2206.1,False,True,-,15.7,23.8,24.7,True,False,51.8,15.0,26.88,-11.88,60.5,2.63
5344.T,ＭＡＲＵＷＡ,ガラス・土石製品,61010.0,57820.0,66295.5,True,False,-,15.7,22.4,21.6,True,False,52.6,-546.57,-1651.59,1105.02,4053.3,2.63
7180.T,九州フィナンシャルグループ,銀行業,1547.5,1532.4,1451.8,True,True,-,15.7,26.3,22.4,False,False,55.7,6.92,7.13,-0.22,50.9,2.63
7211.T,三菱自動車工業,輸送用機器,342.8,362.5,344.8,False,True,-,15.8,20.1,25.0,True,False,45.0,-2.34,1.17,-3.51,12.9,2.63
6963.T,ローム,電気機器,5016.0,4719.8,4817.1,True,False,-,15.6,29.0,24.7,True,False,55.8,-25.98,-114.7,88.72,301.9,2.62
2871.T,ニチレイ,食料品,2188.5,2164.6,2043.7,True,True,-,15.4,20.6,27.4,False,False,52.4,16.78,23.99,-7.21,74.0,2.62
7003.T,三井Ｅ＆Ｓ,機械,4345.0,4534.9,4587.5,False,False,接近中,15.5,21.6,25.4,True,False,46.6,-76.85,-48.15,-28.7,244.8,2.62
8750.T,第一ライフグループ,保険業,1874.0,1886.7,1745.5,False,True,-,15.2,21.2,21.7,True,False,50.5,13.86,23.88,-10.02,48.1,2.61
6268.T,ナブテスコ,機械,4899.0,4894.6,5151.3,True,False,-,15.1,20.3,25.9,True,False,48.9,-43.25,-78.73,35.47,239.2,2.6
3003.T,ヒューリック,不動産業,1757.0,1774.0,1720.0,False,True,-,15.1,26.7,21.9,True,False,50.4,-1.14,3.25,-4.39,35.6,2.6
6465.T,ホシザキ,機械,5788.0,5591.5,5326.9,True,True,-,15.0,23.6,17.9,False,False,61.6,89.77,88.59,1.18,139.4,2.6
8804.T,東京建物,不動産業,3383.0,3404.0,3310.9,False,True,-,15.1,21.0,15.2,True,False,50.8,0.82,6.47,-5.65,84.7,2.6
8002.T,丸紅,卸売業,4930.0,5082.6,5133.3,False,False,接近中,14.7,17.3,21.7,True,False,44.2,-29.44,-2.47,-26.97,152.5,2.59
6471.T,日本精工,機械,1175.0,1145.2,1182.3,True,False,-,14.7,30.3,21.8,True,False,54.0,7.1,1.9,5.2,37.4,2.59
4528.T,小野薬品工業,医薬品,2430.0,2400.9,2373.9,True,True,-,14.5,22.8,15.9,False,False,55.0,6.58,2.69,3.89,57.9,2.58
5802.T,住友電気工業,非鉄金属,2386.0,2312.1,2704.0,True,False,-,14.4,29.6,30.9,True,False,50.9,-73.26,-117.12,43.85,162.3,2.58
1721.T,コムシスホールディングス,建設業,5303.0,5260.9,5398.3,True,False,-,14.4,20.4,13.8,True,True,51.0,-9.85,-21.99,12.14,125.7,2.58
2875.T,東洋水産,食料品,10610.0,10642.2,10539.6,False,True,-,14.3,25.6,23.2,True,False,50.9,-10.13,3.87,-14.0,305.2,2.57
3086.T,Ｊ．フロント　リテイリング,小売業,2914.0,3046.1,2709.9,False,True,-,14.2,21.6,25.6,True,False,45.0,-20.09,-2.04,-18.05,97.8,2.57
2327.T,日鉄ソリューションズ,情報・通信業,3837.0,3818.2,3580.3,True,True,-,14.3,25.5,22.0,False,False,56.1,47.36,59.29,-11.94,98.7,2.57
6361.T,荏原製作所,機械,5860.0,5679.0,5724.6,True,False,-,14.1,25.7,27.4,True,False,52.9,8.47,-40.64,49.11,310.9,2.56
8282.T,ケーズホールディングス,小売業,1919.5,1870.8,1935.3,True,False,-,13.9,18.0,18.7,True,False,54.1,10.87,4.58,6.28,50.4,2.56
9001.T,東武鉄道,陸運業,2941.5,3006.1,2896.7,False,True,-,14.0,20.7,21.2,True,False,45.9,-4.79,11.1,-15.89,63.5,2.56
3436.T,ＳＵＭＣＯ,金属製品,3920.0,3879.8,3778.9,True,True,-,13.8,31.7,22.6,False,False,52.7,-81.76,-146.97,65.21,390.5,2.55
6503.T,三菱電機,電気機器,6153.0,5706.5,5952.6,True,False,-,13.5,32.2,22.1,True,False,60.2,78.17,6.29,71.87,238.8,2.54
3092.T,ＺＯＺＯ,小売業,1141.0,1158.2,1100.9,False,True,-,13.5,25.2,22.7,True,False,48.1,-0.02,3.83,-3.85,31.4,2.54
7202.T,いすゞ自動車,輸送用機器,2265.5,2324.0,2260.4,False,True,-,13.2,18.7,23.2,True,False,46.3,-11.21,1.38,-12.58,71.6,2.53
8601.T,大和証券グループ本社,証券、商品先物取引業,1801.0,1819.9,1642.1,False,True,-,13.3,18.2,18.8,True,False,52.7,19.9,30.29,-10.39,43.3,2.53
