ticker,name,sector33,price,ma25,ma75,price_above_ma25,ma25_above_ma75,cross_status,adx14,plus_di,minus_di,obv_confirm,adx_early_signal,rsi14,macd,macd_signal,macd_hist,atr14,score
8227.T,しまむら,小売業,3386.0,3378.2,3308.3,True,True,-,13.2,28.0,21.7,False,True,50.5,13.19,16.31,-3.13,76.8,2.53
2267.T,ヤクルト本社,食料品,2881.5,2829.4,2777.2,True,True,-,13.2,22.9,16.5,False,False,57.0,23.99,19.3,4.7,72.9,2.53
8267.T,イオン,小売業,1374.0,1377.5,1403.0,False,False,接近中,13.1,23.4,18.4,True,False,48.9,-1.52,-3.02,1.5,42.1,2.52
1417.T,ミライト・ワン,建設業,3479.0,3576.7,3798.2,False,False,-,38.1,17.2,24.0,True,False,37.7,-74.69,-79.58,4.89,76.1,2.52
6923.T,スタンレー電気,電気機器,3658.0,3532.5,3507.0,True,True,-,12.9,21.9,16.2,False,False,60.7,25.74,6.33,19.4,86.8,2.52
6367.T,ダイキン工業,機械,21255.0,23443.4,23778.9,False,False,-,37.8,9.3,40.0,True,False,24.3,-790.67,-559.57,-231.1,586.6,2.51
8591.T,オリックス,その他金融業,6376.0,6438.0,6187.2,False,True,-,12.2,22.9,23.8,True,False,49.6,2.95,21.37,-18.42,159.7,2.49
8233.T,高島屋,小売業,2300.0,2325.1,2183.5,False,True,-,12.3,23.3,20.5,True,False,49.8,-4.09,-2.07,-2.02,73.2,2.49
1332.T,ニッスイ,水産・農林業,1310.0,1267.7,1273.3,True,False,-,12.2,28.0,16.1,True,True,58.0,1.69,-3.46,5.15,34.7,2.49
4507.T,塩野義製薬,医薬品,2831.5,2862.7,2902.6,False,False,接近中,12.1,19.5,20.8,True,False,47.5,-12.38,-6.11,-6.27,73.2,2.48
3064.T,ＭｏｎｏｔａＲＯ,小売業,1861.5,1939.6,1874.7,False,True,-,12.0,23.8,26.7,True,False,43.1,-6.7,10.13,-16.83,66.6,2.48
6925.T,ウシオ電機,電気機器,4324.0,4074.9,4082.8,True,False,-,11.5,34.5,28.4,True,False,55.4,27.06,-27.31,54.37,211.3,2.46
7012.T,川崎重工業,輸送用機器,2849.5,2754.4,2923.7,True,False,-,11.6,26.0,26.0,True,False,53.1,-0.39,-17.65,17.26,121.2,2.46
3382.T,セブン＆アイ・ホールディングス,小売業,2070.5,2079.5,1968.1,False,True,-,11.4,24.3,23.0,True,False,51.0,10.8,21.4,-10.6,56.3,2.46
3407.T,旭化成,化学,1702.0,1774.6,1750.4,False,True,-,10.9,22.1,21.7,True,False,43.9,-32.01,-29.39,-2.62,53.6,2.44
6728.T,アルバック,電気機器,9370.0,9300.6,9456.3,True,False,-,11.0,28.0,24.1,True,False,51.7,-75.42,-155.37,79.95,502.1,2.44
6806.T,ヒロセ電機,電気機器,27310.0,27324.6,26786.5,False,True,-,10.7,21.0,19.5,True,False,49.0,-102.5,-126.46,23.96,1086.1,2.43
6141.T,ＤＭＧ森精機,機械,3303.0,3589.0,3487.1,False,True,-,10.7,19.1,29.4,True,False,39.8,-36.0,14.61,-50.61,184.1,2.43
5631.T,日本製鋼所,機械,7813.0,7651.9,7936.3,True,False,-,10.6,22.1,19.9,True,False,52.7,7.18,-39.13,46.3,297.0,2.42
5101.T,横浜ゴム,ゴム製品,7850.0,7621.7,7193.9,True,True,-,10.6,23.1,20.7,False,False,56.7,67.87,51.85,16.02,338.8,2.42
3591.T,ワコールホールディングス,繊維製品,4336.0,4419.2,4464.9,False,False,接近中,10.0,24.5,29.7,True,False,45.8,-33.33,-21.19,-12.15,117.6,2.4
6326.T,クボタ,機械,2751.5,2741.5,2746.2,True,False,-,10.1,22.0,15.2,True,True,51.2,-3.32,-6.14,2.81,89.9,2.4
4666.T,パーク２４,不動産業,2010.0,1988.5,1928.2,True,True,-,9.8,21.5,17.6,False,False,54.2,3.18,0.83,2.36,47.5,2.39
1812.T,鹿島建設,建設業,4937.0,5365.1,5697.2,False,False,-,34.7,10.9,32.9,True,False,30.1,-217.68,-182.6,-35.08,171.0,2.39
6323.T,ローツェ,機械,4337.0,4274.3,4222.1,True,True,-,9.1,28.5,26.1,False,False,51.8,-47.19,-82.76,35.58,334.4,2.36
5201.T,ＡＧＣ,ガラス・土石製品,5961.0,6103.1,6480.7,False,False,-,31.5,14.9,23.8,True,False,42.5,-172.48,-201.56,29.08,191.6,2.26
4516.T,日本新薬,医薬品,3640.0,3760.4,4027.3,False,False,-,30.0,21.1,22.9,True,False,41.3,-107.01,-126.13,19.12,108.7,2.2
8802.T,三菱地所,不動産業,3677.0,3966.2,4085.8,False,False,-,28.7,14.9,36.6,True,False,35.7,-118.53,-95.98,-22.55,108.8,2.15
4980.T,デクセリアルズ,化学,3191.0,3452.0,3779.0,False,False,-,28.5,17.0,28.5,True,False,39.3,-207.33,-220.54,13.21,195.0,2.14
4704.T,トレンドマイクロ,情報・通信業,5851.0,6455.3,6111.5,False,True,-,27.0,18.7,28.3,False,False,37.4,32.82,112.58,-79.76,330.8,2.08
9064.T,ヤマトホールディングス,陸運業,1971.0,1996.1,1868.8,False,True,-,26.7,24.4,23.5,False,False,50.9,2.3,14.99,-12.69,54.3,2.07
4043.T,トクヤマ,化学,4244.0,4295.2,4617.0,False,False,-,26.0,23.6,26.6,True,False,47.9,-138.83,-181.7,42.87,192.0,2.04
6981.T,村田製作所,電気機器,8235.0,7922.7,8475.7,True,False,-,26.0,23.5,28.4,False,False,51.2,-285.7,-470.28,184.58,695.1,2.04
1942.T,関電工,建設業,5520.0,5765.9,6250.5,False,False,-,25.7,19.9,28.6,True,False,41.1,-204.97,-218.68,13.71,229.2,2.03
6976.T,太陽誘電,電気機器,11015.0,11042.4,12863.3,False,False,-,25.7,21.6,27.9,True,False,46.5,-938.55,-1223.88,285.34,1278.5,2.03
6707.T,サンケン電気,電気機器,8280.0,8990.0,9385.6,False,False,-,25.2,16.1,34.0,True,False,41.1,-337.6,-338.68,1.08,501.6,2.01
9831.T,ヤマダホールディングス,小売業,692.9,698.5,647.0,False,True,-,25.1,21.9,22.9,False,False,51.6,2.75,6.78,-4.03,20.7,2.0
1803.T,清水建設,建設業,2415.5,2429.6,2593.3,False,False,-,24.6,14.0,23.6,True,False,47.5,-30.08,-38.05,7.97,83.4,1.98
6544.T,ジャパンエレベーターサービスホールディングス,サービス業,1535.5,1657.3,1696.8,False,False,-,24.1,18.1,30.8,True,False,35.7,-56.91,-44.17,-12.74,54.4,1.96
4403.T,日油,化学,2730.0,2754.1,2782.5,False,False,接近中,23.7,12.9,28.0,False,False,47.6,-3.1,1.38,-4.48,75.3,1.95
9435.T,光通信,情報・通信業,38580.0,38666.0,37208.7,False,True,-,23.5,24.9,18.2,False,True,49.8,619.51,753.3,-133.79,1101.2,1.94
5929.T,三和ホールディングス,金属製品,3651.0,3710.8,3633.0,False,True,-,23.1,20.6,31.2,False,False,46.8,-21.76,-14.89,-6.88,103.3,1.92
6383.T,ダイフク,機械,6303.0,6256.1,6762.3,True,False,-,22.7,23.2,26.3,False,False,49.2,-101.72,-161.5,59.78,227.2,1.91
9301.T,三菱倉庫,倉庫・運輸関連業,1501.5,1558.2,1505.5,False,True,-,22.1,19.6,26.5,False,False,41.4,-15.4,-6.42,-8.98,37.4,1.88
4755.T,楽天グループ,サービス業,763.8,812.6,772.8,False,True,-,21.8,22.2,30.0,False,False,41.7,-0.1,11.83,-11.93,29.3,1.87
4887.T,サワイグループホールディングス,医薬品,1632.0,1655.3,1746.5,False,False,-,21.4,23.2,14.5,True,False,45.0,-18.23,-19.4,1.17,40.6,1.86
7649.T,スギホールディングス,小売業,2835.0,2871.1,2972.5,False,False,-,21.3,20.4,24.9,True,False,45.1,-50.27,-56.66,6.4,81.0,1.85
6845.T,アズビル,電気機器,1565.0,1638.4,1608.2,False,True,-,20.9,18.7,27.7,False,False,39.6,-23.7,-11.97,-11.72,48.7,1.84
4061.T,デンカ,化学,3536.0,3635.3,3974.7,False,False,-,21.1,21.5,28.4,True,False,44.7,-98.78,-119.76,20.98,195.8,1.84
8830.T,住友不動産,不動産業,3382.0,3636.6,3810.8,False,False,-,20.8,16.8,31.5,True,False,32.5,-95.05,-71.21,-23.84,94.8,1.83
4751.T,サイバーエージェント,サービス業,1266.0,1432.7,1375.4,False,True,-,20.7,20.9,34.1,False,False,34.9,-42.29,-13.21,-29.08,56.3,1.83
4042.T,東ソー,化学,2750.0,2741.2,2748.5,True,False,-,20.5,16.3,21.5,False,False,50.2,-12.5,-19.26,6.76,69.9,1.82
4587.T,ペプチドリーム,医薬品,1031.5,977.9,1037.4,True,False,-,20.5,23.5,12.4,False,False,59.7,6.4,-5.97,12.37,39.7,1.82
9433.T,ＫＤＤＩ,情報・通信業,2877.5,2893.5,2750.7,False,True,-,20.6,25.3,23.3,False,False,51.1,14.71,30.58,-15.87,76.0,1.82
8129.T,東邦ホールディングス,卸売業,3821.0,3966.9,4054.6,False,False,-,20.0,19.2,28.8,True,False,43.3,-62.42,-43.72,-18.69,114.1,1.8
9031.T,西日本鉄道,陸運業,3038.0,3071.2,2922.1,False,True,-,19.8,24.1,21.5,False,False,51.2,3.07,16.06,-12.99,64.8,1.79
5801.T,古河電気工業,非鉄金属,4057.0,3560.4,4356.5,True,False,-,18.8,24.3,28.5,False,False,56.7,55.66,-70.23,125.89,337.3,1.75
4568.T,第一三共,医薬品,2729.0,2736.3,2649.8,False,True,-,18.8,27.3,21.2,False,False,51.1,13.61,13.97,-0.36,84.9,1.75
7731.T,ニコン,精密機器,2045.5,2090.1,2050.0,False,True,-,18.4,20.2,23.9,False,False,48.8,-29.28,-37.33,8.05,87.6,1.74
8035.T,東京エレクトロン,電気機器,59130.0,61439.2,61011.5,False,True,-,18.6,26.4,29.4,False,False,47.0,-2215.55,-2736.41,520.86,3782.2,1.74
2802.T,味の素,食料品,5566.0,5261.8,5338.2,True,False,-,17.8,31.3,19.8,False,False,58.5,22.6,-54.65,77.25,227.0,1.71
1928.T,積水ハウス,建設業,3444.0,3459.6,3345.0,False,True,-,17.4,29.8,25.8,False,False,51.9,8.13,18.1,-9.97,55.9,1.7
8593.T,三菱ＨＣキャピタル,その他金融業,1401.0,1427.1,1369.4,False,True,-,17.6,24.9,28.1,False,False,47.7,5.75,15.09,-9.34,29.0,1.7
9044.T,ＮＡＮＫＡＩ,陸運業,2944.0,2953.2,2870.0,False,True,-,17.6,27.0,19.5,False,False,51.7,4.9,13.08,-8.17,69.7,1.7
5406.T,神戸製鋼所,鉄鋼,1986.0,1990.5,1950.3,False,True,-,17.4,19.4,28.8,False,False,49.5,13.41,22.5,-9.09,46.3,1.7
4967.T,小林製薬,化学,5566.0,5560.4,5601.8,True,False,-,17.3,22.8,16.7,False,False,50.0,3.04,6.09,-3.05,112.8,1.69
6370.T,栗田工業,機械,8456.0,8766.0,8816.4,False,False,-,16.9,19.5,30.0,True,False,43.3,-106.96,-80.72,-26.24,337.3,1.68
7735.T,ＳＣＲＥＥＮホールディングス,電気機器,14275.0,15045.0,14066.5,False,True,-,16.8,25.7,25.6,False,False,48.0,-571.44,-669.97,98.53,1024.0,1.67
7459.T,メディパルホールディングス,卸売業,2827.5,2829.3,2747.4,False,True,-,16.7,26.1,20.5,False,False,51.9,14.7,26.18,-11.48,76.1,1.67
1925.T,大和ハウス工業,建設業,4609.0,4622.0,4513.6,False,True,-,16.6,24.6,20.8,False,False,51.5,15.37,28.04,-12.66,79.9,1.66
6674.T,ジーエス・ユアサ　コーポレーション,電気機器,5653.0,5685.5,6275.2,False,False,-,16.4,25.3,28.9,True,False,47.2,-164.04,-211.08,47.04,310.8,1.66
7270.T,ＳＵＢＡＲＵ,輸送用機器,2583.0,2590.4,2498.0,False,True,-,16.6,23.5,23.7,False,False,50.5,9.88,21.44,-11.56,78.7,1.66
4063.T,信越化学工業,化学,6372.0,6546.0,6998.6,False,False,-,16.3,25.2,28.4,True,False,46.5,-174.01,-237.1,63.09,232.6,1.65
9987.T,スズケン,卸売業,5000.0,5063.6,5123.4,False,False,接近中,15.7,23.3,20.9,False,False,47.8,-34.12,-27.21,-6.91,122.4,1.63
4151.T,協和キリン,医薬品,2579.5,2600.0,2481.6,False,True,-,15.7,20.4,19.1,False,False,50.5,-2.25,-0.26,-1.98,63.9,1.63
8801.T,三井不動産,不動産業,1457.0,1526.7,1538.2,False,False,-,15.2,20.3,28.5,True,False,39.7,-22.32,-12.11,-10.21,35.6,1.61
8766.T,東京海上ホールディングス,保険業,7540.0,7849.7,7493.8,False,True,-,15.3,23.0,27.2,False,False,42.5,-6.39,69.22,-75.6,186.5,1.61
9983.T,ファーストリテイリング,小売業,77120.0,78740.4,78824.0,False,False,-,15.0,17.6,24.6,True,False,42.7,-834.74,-736.74,-98.01,2067.9,1.6
3288.T,オープンハウスグループ,不動産業,8247.0,8460.2,8591.5,False,False,-,15.0,16.5,26.3,True,False,43.9,-85.85,-60.35,-25.51,205.4,1.6
7201.T,日産自動車,輸送用機器,330.0,330.6,339.1,False,False,接近中,14.9,28.4,24.5,False,False,49.0,1.83,2.54,-0.71,10.7,1.6
1860.T,戸田建設,建設業,1487.0,1504.2,1524.0,False,False,-,15.1,18.8,17.4,True,False,42.7,-18.22,-19.1,0.88,33.4,1.6
6902.T,デンソー,輸送用機器,1955.0,1977.4,1920.4,False,True,-,14.8,26.0,26.5,False,False,49.5,-5.73,3.49,-9.22,52.6,1.59
9533.T,東邦瓦斯,電気・ガス業,1175.0,1179.1,1218.6,False,False,-,14.8,19.6,19.8,True,False,48.9,-14.97,-18.27,3.3,26.3,1.59
8031.T,三井物産,卸売業,4825.0,4831.1,5042.2,False,False,-,14.8,21.7,18.7,True,False,49.0,12.84,15.15,-2.31,123.3,1.59
9020.T,東日本旅客鉄道,陸運業,3511.0,3573.8,3516.5,False,True,-,14.6,26.8,25.6,False,False,48.6,-18.9,-3.27,-15.63,87.8,1.58
9984.T,ソフトバンクグループ,情報・通信業,5739.0,5634.3,6215.4,True,False,-,14.2,25.3,23.8,False,False,50.9,-100.23,-180.1,79.88,393.7,1.57
5463.T,丸一鋼管,鉄鋼,1765.5,1795.2,1739.1,False,True,-,14.3,21.0,26.9,False,False,46.9,-5.96,1.16,-7.11,52.2,1.57
9045.T,京阪ホールディングス,陸運業,3142.0,3210.6,3189.1,False,True,-,13.4,19.6,23.5,False,False,44.5,-21.19,-10.17,-11.02,63.6,1.54
6856.T,堀場製作所,電気機器,25045.0,26210.0,25871.6,False,True,-,12.9,24.0,29.9,False,False,45.0,-415.47,-300.0,-115.47,1269.3,1.52
2432.T,ディー・エヌ・エー,情報・通信業,2536.0,2467.6,2563.9,True,False,-,12.5,24.8,17.0,False,False,54.7,-0.97,-12.12,11.15,65.6,1.5
8086.T,ニプロ,精密機器,1595.0,1602.6,1621.3,False,False,接近中,12.4,26.1,21.3,False,False,47.6,-0.19,1.92,-2.11,36.8,1.5
9042.T,阪急阪神ホールディングス,陸運業,4647.0,4695.8,4577.2,False,True,-,12.0,26.9,24.6,False,False,50.4,1.73,18.72,-16.99,121.0,1.48
5016.T,ＪＸ金属,非鉄金属,3785.0,3817.8,4101.7,False,False,-,12.1,25.5,27.9,True,False,47.4,-28.62,-41.32,12.7,257.7,1.48
5214.T,日本電気硝子,ガラス・土石製品,5145.0,5323.6,6160.5,False,False,-,36.7,21.3,33.2,False,False,43.9,-245.3,-296.78,51.48,229.2,1.47
9532.T,大阪瓦斯,電気・ガス業,5423.0,5438.0,5509.6,False,False,接近中,11.3,18.2,20.2,False,False,48.1,-4.6,-4.53,-0.07,119.1,1.45
2264.T,森永乳業,食料品,1188.5,1219.7,1218.9,False,True,-,10.9,21.5,19.0,False,False,44.2,-13.0,-9.9,-3.11,45.2,1.44
7259.T,アイシン,輸送用機器,2265.0,2286.4,2311.6,False,False,-,10.7,24.1,25.3,True,False,48.7,-15.84,-12.31,-3.54,69.0,1.43
5332.T,ＴＯＴＯ,ガラス・土石製品,6631.0,7089.7,7422.4,False,False,-,26.6,20.3,31.8,False,False,39.7,-327.18,-347.73,20.55,292.4,1.06
1969.T,高砂熱学工業,建設業,4338.0,4388.0,4593.0,False,False,-,24.9,21.8,26.4,False,False,47.5,-118.44,-139.26,20.82,168.7,1.0
4182.T,三菱瓦斯化学,化学,4019.0,4317.2,4746.7,False,False,-,24.3,21.6,33.5,False,False,42.0,-166.97,-162.49,-4.49,259.2,0.97
6479.T,ミネベアミツミ,電気機器,3770.0,3870.7,4154.6,False,False,-,24.3,22.5,29.7,False,False,43.9,-127.2,-152.08,24.88,184.9,0.97
1893.T,五洋建設,建設業,1438.5,1528.2,1679.9,False,False,-,24.3,20.6,35.8,False,False,38.4,-54.46,-51.37,-3.09,55.2,0.97
285A.T,キオクシアホールディングス,電気機器,53740.0,55904.8,65498.8,False,False,-,23.3,24.6,28.6,False,False,45.1,-4931.61,-6244.02,1312.42,5871.8,0.93
5333.T,ＮＧＫ,ガラス・土石製品,5925.0,5984.1,6243.7,False,False,-,22.9,24.8,28.6,False,False,47.3,-179.59,-243.42,63.83,311.1,0.92
6632.T,ＪＶＣケンウッド,電気機器,1044.0,1085.4,1116.5,False,False,-,22.4,19.7,30.2,False,False,44.9,-28.24,-26.82,-1.41,39.7,0.9
6526.T,ソシオネクスト,電気機器,2118.5,2238.7,2422.6,False,False,-,19.7,21.4,26.4,False,False,45.0,-121.16,-135.34,14.18,144.4,0.79
9302.T,三井倉庫ホールディングス,倉庫・運輸関連業,3385.0,3499.2,3687.3,False,False,-,19.5,20.2,27.6,False,False,43.1,-78.4,-71.42,-6.98,101.1,0.78
6113.T,アマダ,機械,2767.0,2821.3,2882.1,False,False,-,19.3,21.8,33.8,False,False,46.5,-38.46,-39.65,1.19,126.4,0.77
1802.T,大林組,建設業,3051.0,3174.3,3279.9,False,False,-,18.9,14.7,25.3,False,False,37.5,-57.24,-43.75,-13.49,83.9,0.76
1959.T,クラフティア,建設業,8396.0,8547.4,8978.6,False,False,-,19.0,20.6,26.3,False,False,45.5,-183.37,-196.29,12.92,273.2,0.76
5706.T,三井金属,非鉄金属,29375.0,31473.2,40725.9,False,False,-,18.3,26.7,33.9,False,False,42.1,-2016.94,-2269.0,252.06,2575.7,0.73
4186.T,東京応化工業,化学,9360.0,9630.2,10208.9,False,False,-,18.0,25.0,27.6,False,False,47.3,-253.14,-323.9,70.76,643.9,0.72
6754.T,アンリツ,電気機器,3650.0,3760.3,4115.6,False,False,-,18.0,22.5,26.9,False,False,45.2,-116.89,-138.41,21.52,201.7,0.72
1801.T,大成建設,建設業,13050.0,13340.4,14246.3,False,False,-,16.7,15.7,20.9,False,False,44.7,-276.17,-292.38,16.21,472.9,0.67
6954.T,ファナック,電気機器,6435.0,6661.4,7211.5,False,False,-,16.1,23.8,29.9,False,False,45.0,-148.28,-165.99,17.7,330.4,0.64
4519.T,中外製薬,医薬品,6933.0,7072.7,7436.8,False,False,-,16.0,20.9,24.1,False,False,44.6,-94.96,-122.54,27.58,219.7,0.64
6723.T,ルネサスエレクトロニクス,電気機器,3746.0,3896.5,4144.3,False,False,-,15.1,21.7,26.5,False,False,44.3,-144.23,-176.2,31.97,267.5,0.6
6586.T,マキタ,機械,5425.0,5533.2,5630.2,False,False,-,14.5,20.6,24.8,False,False,45.3,-67.3,-68.15,0.85,154.7,0.58
1944.T,きんでん,建設業,6912.0,7228.8,7427.4,False,False,-,13.2,23.3,28.2,False,False,41.6,-177.21,-150.54,-26.67,257.4,0.53
6368.T,オルガノ,機械,14785.0,14832.4,15866.7,False,False,-,12.0,24.3,26.6,False,False,48.7,-241.35,-312.56,71.21,813.9,0.48
6920.T,レーザーテック,電気機器,38820.0,41688.0,43380.0,False,False,-,10.8,24.6,28.4,False,False,45.1,-1395.27,-1373.73,-21.54,3603.4,0.43
